day,Account,daily_pnl,trade_count,win_rate,avg_trade_size,avg_leverage,long_ratio,sentiment
2024-04-04,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,32,0.0,0.8838843749999999,,0.0,Greed
2024-04-05,0x4f93fead39b70a1824f981a54d4e55b278e9f760,4444.4983010000005,10,0.7,5.27373,,0.0,Extreme Greed
2024-04-05,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,5296.433789,82,0.9146341463414634,2460.1951219512193,,0.0,Extreme Greed
2024-04-05,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,965.5522159999999,8,1.0,840.8125,,0.0,Extreme Greed
2024-04-06,0x4f93fead39b70a1824f981a54d4e55b278e9f760,236.33513399999998,16,0.25,1.28005,,0.0,Extreme Greed
2024-04-07,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,23,0.0,0.6396869565217391,,0.0,Extreme Greed
2024-04-08,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,28,0.0,1.644607142857143,,0.0,Extreme Greed
2024-04-08,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,1218.4267,2,0.5,5723.0,,0.0,Extreme Greed
2024-04-09,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,3,0.0,5.4326333333333325,,0.0,Extreme Greed
2024-04-10,0x4f93fead39b70a1824f981a54d4e55b278e9f760,5207.443414,41,0.8780487804878049,2.5000170731707314,,0.0,Extreme Greed
2024-04-11,0x4f93fead39b70a1824f981a54d4e55b278e9f760,389.743164,16,0.125,1.34810625,,0.0,Extreme Greed
2024-04-12,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,21,0.0,2.117061904761905,,0.0,Extreme Greed
2024-04-12,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2237.798674,93,0.7634408602150538,183603.1677419355,,0.0,Extreme Greed
2024-04-12,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,-2830.444513,15,0.0,323021.06666666665,,0.0,Extreme Greed
2024-04-13,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,18,0.0,2.6778333333333335,,0.0,Greed
2024-04-13,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,6621.451755,71,0.8591549295774648,109382.98591549296,,0.0,Greed
2024-04-14,0x4f93fead39b70a1824f981a54d4e55b278e9f760,-36565.98544,64,0.046875,3.072028125,,0.0,Greed
2024-04-14,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,461.97292000000004,43,0.6976744186046512,2789.288372093023,,0.0,Greed
2024-04-15,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,3,0.0,5.303266666666667,,0.0,Greed
2024-04-15,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,3774.08872,38,0.9210526315789473,6906.421052631579,,0.0,Greed
2024-04-16,0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,0.0,1,0.0,1360.0,,0.0,Greed
2024-04-16,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2467.702221,46,0.9347826086956522,5172.021739130435,,0.0,Greed
2024-04-17,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,2441.4683999999997,14,0.9285714285714286,1365.2857142857142,,0.0,Greed
2024-04-19,0x4f93fead39b70a1824f981a54d4e55b278e9f760,1946.4454620000001,35,0.7714285714285715,3.1411685714285715,,0.0,Greed
2024-04-20,0x430f09841d65beb3f27765503d0f850b8bce7713,0.0,20,0.0,18191.05,,0.0,Greed
2024-04-20,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,2,0.0,1.9139500000000003,,0.0,Greed
2024-04-22,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,9,0.0,1.6651222222222222,,0.0,Greed
2024-04-23,0x4f93fead39b70a1824f981a54d4e55b278e9f760,759.2148159999999,54,0.5740740740740741,1.1172277777777777,,0.0,Greed
2024-04-23,0x75f7eeb85dc639d5e99c78f95393aa9a5f1170d4,360.32138,12,0.3333333333333333,15659.166666666666,,0.0,Greed
2024-04-24,0x4f93fead39b70a1824f981a54d4e55b278e9f760,279.185907,20,0.3,2.1910350000000003,,0.0,Greed
2024-04-25,0x430f09841d65beb3f27765503d0f850b8bce7713,0.0,68,0.0,5715.014705882353,,0.0,Greed
2024-04-25,0x4f93fead39b70a1824f981a54d4e55b278e9f760,0.0,6,0.0,3.6971666666666665,,0.0,Greed
2024-04-26,0xb1231a4a2dd02f2276fa3c5e2a2f3436e6bfed23,0.0,3,0.0,13684.0,,0.0,Greed
